snapshot,demand_mw,wind_mw,wave_mw,tidal_mw,gas_mw,mainland_import_mw,mainland_export_mw,battery_main_net_mw,battery_secondary_net_mw,balance_residual_mw,cost_energy_wind,cost_energy_wave,cost_energy_tidal,cost_energy_gas,cost_energy_mainland,cost_energy_battery_main,cost_energy_battery_secondary,hourly_dispatched_energy_cost,weighted_hourly_energy_cost,scenario_id
2019-01-01 00:00:00,18.278821499999996,17.077176299999998,-0.0,1.2016451999999995,-0.0,-0.0,0.0,0.0,0.0,0.0,512.3152889999999,-0.0,36.037339547999984,-0.0,-0.0,-0.0,-0.0,548.3526285479999,548.3526285479999,R06
2019-01-01 01:00:00,17.950477600000003,17.898229660000005,-0.0,0.052247939999999764,-0.0,-0.0,0.0,0.0,0.0,3.552713678800501e-15,536.9468898,-0.0,1.5669157205999928,-0.0,-0.0,-0.0,-0.0,538.5138055206,538.5138055206,R06
2019-01-01 02:00:00,16.797482450000004,16.098952249999996,-0.0,0.6985301999999998,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,482.96856749999995,-0.0,20.94892069799999,-0.0,-0.0,-0.0,-0.0,503.91748819799994,503.91748819799994,R06
2019-01-01 03:00:00,15.771881700000009,10.453131900000006,2.2914737999999986,3.0272759999999996,-0.0,-0.0,0.0,0.0,0.0,-3.552713678800501e-15,313.5939570000002,68.51506661999996,90.78800723999998,-0.0,-0.0,-0.0,-0.0,472.8970308600002,472.8970308600002,R06
2019-01-01 04:00:00,15.327517900000002,6.077421900000006,4.371135999999995,4.87896,-0.0,-0.0,0.0,0.0,0.0,-1.7763568394002505e-15,182.3226570000002,130.69696639999984,146.3200104,-0.0,-0.0,-0.0,-0.0,459.3396338,459.3396338,R06
2019-01-01 05:00:00,15.371499299999998,5.5370351000000015,5.731352199999999,4.103111999999999,-0.0,-0.0,0.0,0.0,0.0,1.7763568394002505e-15,166.11105300000006,171.36743077999995,123.05232887999998,-0.0,-0.0,-0.0,-0.0,460.53081266000004,460.53081266000004,R06
2019-01-01 06:00:00,16.187050950000003,7.778382949999996,7.0,1.4086679999999998,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,233.35148849999987,209.29999999999998,42.24595331999999,-0.0,-0.0,-0.0,-0.0,484.89744181999987,484.89744181999987,R06
2019-01-01 07:00:00,16.998431950000004,9.917165213999997,7.0,0.08126673599999952,-0.0,-0.0,0.0,0.0,0.0,-7.105427357601002e-15,297.5149564199999,209.29999999999998,2.4371894126399853,-0.0,-0.0,-0.0,-0.0,509.25214583263994,509.25214583263994,R06
2019-01-01 08:00:00,17.877680799999993,10.537050119999998,7.0,0.3406306799999995,-0.0,-0.0,0.0,0.0,0.0,3.552713678800501e-15,316.11150359999993,209.29999999999998,10.215514093199985,-0.0,-0.0,-0.0,-0.0,535.6270176932,535.6270176932,R06
2019-01-01 09:00:00,19.456840549999992,18.709482549999997,7.0,2.927358,-0.0,-0.0,0.0,-9.17,-0.01,3.552713678800501e-15,561.2844765,209.29999999999998,87.79146641999999,-0.0,-0.0,-0.0,-0.0,858.3759429199999,858.3759429199999,R06
